timestamp,sensor_id,detected,quality,latency_ms
2024-08-15T00:00:00,CCGS_AMUNDSEN_316001234,True,1.0,500.0
2024-08-15T00:00:13,CCGS_AMUNDSEN_316001234,True,1.0,13000.0
2024-08-15T00:00:28,CCGS_AMUNDSEN_316001234,True,1.0,15000.0
2024-08-15T00:00:40,CCGS_AMUNDSEN_316001234,True,1.0,12000.0
2024-08-15T00:00:59,CCGS_AMUNDSEN_316001234,True,1.0,19000.0
2024-08-15T00:01:17,CCGS_AMUNDSEN_316001234,True,1.0,18000.0
2024-08-15T00:01:27,CCGS_AMUNDSEN_316001234,True,1.0,10000.0
2024-08-15T00:01:40,CCGS_AMUNDSEN_316001234,True,1.0,13000.0
2024-08-15T00:02:00,MV_NUNAVUT_EASTERN_316009012,True,1.0,500.0
2024-08-15T00:02:13,MV_NUNAVUT_EASTERN_316009012,True,1.0,13000.0
2024-08-15T00:02:22,MV_NUNAVUT_EASTERN_316009012,True,1.0,9000.0
2024-08-15T00:02:34,MV_NUNAVUT_EASTERN_316009012,True,1.0,12000.0
2024-08-15T00:02:43,MV_NUNAVUT_EASTERN_316009012,True,1.0,9000.0
2024-08-15T00:02:51,MV_NUNAVUT_EASTERN_316009012,True,1.0,8000.0
2024-08-15T00:03:05,MV_NUNAVUT_EASTERN_316009012,True,1.0,14000.0
2024-08-15T00:03:16,MV_NUNAVUT_EASTERN_316009012,True,1.0,11000.0
2024-08-15T00:03:24,MV_NUNAVUT_EASTERN_316009012,True,1.0,8000.0
2024-08-15T00:03:39,MV_NUNAVUT_EASTERN_316009012,True,1.0,15000.0
2024-08-15T00:03:50,MV_NUNAVUT_EASTERN_316009012,True,1.0,11000.0
2024-08-15T00:04:00,MV_NUNAVUT_EASTERN_316009012,True,1.0,10000.0
2024-08-15T00:04:14,MV_NUNAVUT_EASTERN_316009012,True,1.0,14000.0
2024-08-15T00:04:24,MV_NUNAVUT_EASTERN_316009012,True,1.0,10000.0
2024-08-15T00:04:35,MV_NUNAVUT_EASTERN_316009012,True,1.0,11000.0
2024-08-15T00:04:45,MV_NUNAVUT_EASTERN_316009012,True,1.0,10000.0
2024-08-15T00:04:57,MV_NUNAVUT_EASTERN_316009012,True,1.0,12000.0
2024-08-15T00:05:00,UMIAK_I_316005678,True,1.0,500.0
2024-08-15T00:05:05,MV_NUNAVUT_EASTERN_316009012,True,1.0,8000.0
2024-08-15T00:05:13,UMIAK_I_316005678,True,0.875,13000.0
2024-08-15T00:05:15,MV_NUNAVUT_EASTERN_316009012,True,1.0,10000.0
2024-08-15T00:05:21,UMIAK_I_316005678,True,1.0,8000.0
2024-08-15T00:05:23,MV_NUNAVUT_EASTERN_316009012,True,1.0,8000.0
2024-08-15T00:05:30,UMIAK_I_316005678,True,1.0,9000.0
2024-08-15T00:05:35,MV_NUNAVUT_EASTERN_316009012,True,1.0,12000.0
2024-08-15T00:05:40,UMIAK_I_316005678,True,1.0,10000.0
2024-08-15T00:05:47,MV_NUNAVUT_EASTERN_316009012,True,1.0,12000.0
2024-08-15T00:05:51,UMIAK_I_316005678,True,1.0,11000.0
2024-08-15T00:05:56,MV_NUNAVUT_EASTERN_316009012,True,1.0,9000.0
2024-08-15T00:06:01,UMIAK_I_316005678,True,1.0,10000.0
2024-08-15T00:06:08,MV_NUNAVUT_EASTERN_316009012,True,1.0,12000.0
2024-08-15T00:06:13,UMIAK_I_316005678,True,1.0,12000.0
2024-08-15T00:06:23,MV_NUNAVUT_EASTERN_316009012,True,1.0,15000.0
2024-08-15T00:06:34,MV_NUNAVUT_EASTERN_316009012,True,1.0,11000.0
2024-08-15T00:06:47,MV_NUNAVUT_EASTERN_316009012,True,1.0,13000.0
2024-08-15T00:06:56,MV_NUNAVUT_EASTERN_316009012,True,1.0,9000.0
2024-08-15T00:07:00,FV_INUKTITUK_316007890,True,0.8,500.0
2024-08-15T00:07:08,MV_NUNAVUT_EASTERN_316009012,True,1.0,12000.0
2024-08-15T00:07:22,MV_NUNAVUT_EASTERN_316009012,True,1.0,14000.0
2024-08-15T00:07:33,MV_NUNAVUT_EASTERN_316009012,True,1.0,11000.0
2024-08-15T00:07:44,MV_NUNAVUT_EASTERN_316009012,True,1.0,11000.0
2024-08-15T00:07:56,MV_NUNAVUT_EASTERN_316009012,True,1.0,12000.0
2024-08-15T00:08:07,MV_NUNAVUT_EASTERN_316009012,True,1.0,11000.0
2024-08-15T00:08:21,MV_NUNAVUT_EASTERN_316009012,True,1.0,14000.0
2024-08-15T00:08:35,MV_NUNAVUT_EASTERN_316009012,True,1.0,14000.0
